Titolo,Artista,Settimana,Streaming,Radio_Tv,Download,Percentuale
M' manc,Shablo & Geolier & Sfera Ebbasta,2024-03-16,100,0,0,4.76
I believe in love again,Peggy Gou & Lenny Kravitz,2024-03-16,0,100,0,4.73
Bruciasse il cielo,Blanco,2024-03-16,58,42,0,4.68
La fine del mondo,Mr.Rain & Sangiovanni,2024-03-16,100,0,0,4.64
Gelosa,Finesse feat. Shiva & Sfera Ebbasta & Guè Pequeno,2024-03-16,100,0,0,4.64
Hoe,Tedua feat. Sfera Ebbasta,2024-03-16,100,0,0,4.61
Seya,GIMS & Morad & Sativamusic,2024-03-16,100,0,0,4.57
Guasto d'amore,Bresh & Shune,2024-03-16,100,0,0,4.56
Parafulmini,Ernia feat. Bresh & Fabri Fibra,2024-03-16,100,0,0,4.53
Silenzio,Gianna Nannini,2024-03-16,0,100,0,4.52
Ilva [fume scure rmx],Kid Yugi & Fido Guido,2024-03-16,100,0,0,4.45
Taxi sulla luna,Tony Effe & Emma & Takagi e Ketra,2024-03-16,100,0,0,4.41
Un briciolo di allegria,Blanco & Mina,2024-03-16,100,0,0,4.38
Destri,Gazzelle,2024-03-16,100,0,0,4.35
Fortuna,Tony Boy feat. Artie 5Ive,2024-03-16,100,0,0,4.29
Bee,Vale Lambo,2024-03-16,100,0,0,4.17
Disco Paradise,Fedez & Annalisa & Articolo 31,2024-03-16,100,0,0,4.15
Tutti,Calcutta,2024-03-16,100,0,0,4.11
Red light,Tedua,2024-03-16,100,0,0,4.06
A cena con gli dei,Biagio Antonacci,2024-03-16,0,100,0,4.06
La tua canzone,Coez,2024-03-16,100,0,0,4.02
Anelli e collane,Artie 5Ive feat. Anna,2024-03-16,100,0,0,4.01
Alta marea,Coez & Frah Quintale,2024-03-16,100,0,0,3.98
Cookies n' cream,Guè Pequeno & Anna & Sfera Ebbasta,2024-03-16,100,0,0,3.94
Panico,Lazza & Takagi & Ketra,2024-03-16,100,0,0,3.89
Cara italia,Ghali,2024-03-16,100,0,0,3.87
El farsante,Ozuna,2024-03-16,100,0,0,3.87
Molotov,Lazza,2024-03-16,100,0,0,3.84
Origami all'alba,Matteo Paolillo feat. Lolloflow & Clara,2024-03-16,100,0,0,3.81
Popolari,Rhove,2024-03-16,100,0,0,3.67
Sintetico,Kid Yugi & Night Skinny & Tony Boy,2024-03-16,100,0,0,3.65
Papaya,Villabanks,2024-03-16,100,0,0,3.61
Straniero,Massimo Pericolo feat. Tedua,2024-03-16,100,0,0,3.6
Le donne,Sacky feat. Niky Savage,2024-03-16,100,0,0,3.58
Supereroi,Mr. Rain,2024-03-16,95,0,5,3.57
Morto mai,Lazza,2024-03-16,100,0,0,3.53
Fragole,Achille Lauro & Rose Villain,2024-03-16,100,0,0,3.53
Dove si balla,Dargen D'Amico,2024-03-16,100,0,0,3.47
Ancora,Rhove,2024-03-16,100,0,0,3.35
Pastello bianco,Pinguini Tattici Nucleari,2024-03-16,100,0,0,3.34
Addo staje [ride it napoletan remix],Le-One feat. VTR,2024-03-16,100,0,0,3.3
Worth it,Raye,2024-03-16,0,100,0,3.27
Mattone,Papa V & Kuremino & Nerissima Serpe feat. Fri2,2024-03-16,100,0,0,3.25
Lovin on me,Jack Harlow,2024-03-16,58,35,7,3.18
One on one,Knocks & Sofi Tukker,2024-03-16,0,100,0,3.14
Columbia,Quevedo,2024-03-16,100,0,0,3.14
Un altro mondo,Merk and Kremont & Tananai & Marracash,2024-03-16,100,0,0,2.99
Tuta gold,Mahmood,2024-03-23,66,32,1,100.0
Sinceramente,Annalisa,2024-03-23,64,32,5,94.46
100 messaggi,Lazza,2024-03-23,71,27,2,86.47
Casa mia,Ghali,2024-03-23,59,40,1,73.7
La noia,Angelina Mango,2024-03-23,66,33,1,72.29
"I p' me, tu p' te",Geolier,2024-03-23,74,25,1,72.22
"Un ragazzo, una ragazza",Kolors,2024-03-23,55,43,2,66.12
Click boom!,Rose Villain,2024-03-23,67,30,2,58.53
Apnea,Emma,2024-03-23,52,46,2,50.58
Vai!,Alfa,2024-03-23,63,36,1,49.62
Tu no,Irama,2024-03-23,65,33,2,48.32
Ma non tutta la vita,Ricchi e Poveri,2024-03-23,70,28,2,46.35
Come un tuono,Rose Villain feat. Guè,2024-03-23,96,2,1,43.0
Beautiful things,Benson Boone,2024-03-23,55,41,4,42.1
Pillole,"Tony Effe &, Sfera Ebbasta & Geolier",2024-03-23,99,1,0,38.18
Pazza,Loredana Berté,2024-03-23,65,33,2,35.44
Eva,Kid Yugi & Tedua & Junior K,2024-03-23,96,4,0,34.4
Veleno,Tananai,2024-03-23,42,56,2,34.03
Due altalene,Mr. Rain,2024-03-23,63,35,2,32.76
Honey,Tony Effe & Lazza & Capo Plaza,2024-03-23,100,0,0,32.37
Ma che idea,Bnkr44 & Pino D'Angiò,2024-03-23,51,48,2,32.19
Acqua passata,Capo Plaza,2024-03-23,68,32,0,31.55
Training season,Dua Lipa,2024-03-23,25,72,3,31.08
Dopo le 4,"Tony Effe, Bresh & Tedua",2024-03-23,100,0,0,29.87
Tutto qui,Gazzelle,2024-03-23,74,26,0,29.49
Carrara,Tony Effe & Simba La Rue,2024-03-23,100,0,0,28.27
Fino a qui,Alessandra Amoroso,2024-03-23,48,52,0,28.18
Diamanti grezzi,Clara,2024-03-23,100,0,0,27.58
Texas hold 'em,Beyoncè,2024-03-23,28,67,5,27.33
Miu Miu,Tony Effe,2024-03-23,100,0,0,25.11
Onda alta,Dargen D'Amico,2024-03-23,76,23,1,23.53
Lilith,Kid Yugi,2024-03-23,100,0,0,23.12
In Italia 2024,Fabri Fibra feat. Emma & Baby Gang,2024-03-23,89,10,1,22.06
All night long,Kungs & David Guetta feat. Izzy Bizu,2024-03-23,0,100,0,21.1
Vero Tony vero Sosa,Tony Effe,2024-03-23,100,0,0,20.58
Icon,Tony Effe,2024-03-23,100,0,0,20.04
Particolari sporchi,Tony Effe,2024-03-23,100,0,0,19.56
"Yes, and?",Ariana Grande,2024-03-23,12,88,0,19.22
Fragili,Il Tre,2024-03-23,94,6,0,18.74
Ruggine,Mace feat. Chiello & Coez,2024-03-23,17,83,0,18.24
Standing next to you,Jung Kook,2024-03-23,0,98,2,18.14
Soli a Milano,Club Dogo & Elodie,2024-03-23,43,54,2,18.02
Doctor (work it out),Pharrell Williams & Miley Cyrus,2024-03-23,0,100,0,17.77
Anche stasera,Sfera Ebbasta feat. Elodie,2024-03-23,100,0,0,17.71
Mwaki,Zerb & Sofiya Nzau,2024-03-23,25,72,4,17.61
Lap dance,Tony Effe & Pyrex & Side Baby,2024-03-23,100,0,0,17.58
GTA,Tony Effe & Ghali,2024-03-23,100,0,0,17.55
Cenere,Lazza,2024-03-23,94,6,0,17.53
Lose control,Teddy Swims,2024-03-23,56,40,3,17.18
Capolavoro,Il Volo,2024-03-23,71,27,2,16.92
"Sogna, ragazzo, sogna",Alfa & Roberto Vecchioni,2024-03-23,84,1,15,16.85
Lonely dancers,Conan Gray,2024-03-23,0,96,4,16.71
Demon time,Tony Effe & Guè,2024-03-23,100,0,0,16.37
Calcolatrici,Sfera Ebbasta feat. Geolier & Simba La Rue & Baby Gang,2024-03-23,100,0,0,16.2
Love on,Selena Gomez,2024-03-23,0,100,0,16.01
Everyday,Takagi e Ketra feat. Shiva & Anna & Geolier,2024-03-23,100,0,0,15.86
Lovers in a past life,Calvin Harris & Rag'N'Bone Man,2024-03-23,0,97,3,15.85
Mariposa,Fiorella Mannoia,2024-03-23,60,38,2,15.7
Personale,Mahmood & Geolier,2024-03-23,98,2,0,15.66
Balenciaga,Tony Effe & Rose Villain,2024-03-23,100,0,0,15.66
El matador,Elmatadormc7,2024-03-23,97,0,3,15.59
Kite,Benjamin Ingrosso,2024-03-23,0,100,0,15.46
Happier,The Blessed Madonna feat. Clementine Douglas,2024-03-23,0,98,2,14.91
Ti muovi,Diodato,2024-03-23,47,51,2,14.76
Ex angelo,Kid Yugi & Sfera Ebbasta & Shablo,2024-03-23,100,0,0,14.72
Beat of your heart,Purple Disco Machine & Asdis,2024-03-23,0,94,6,13.64
Sorry,Tony Effe,2024-03-23,100,0,0,13.45
Autodistruttivo,La Sad,2024-03-23,89,8,3,13.45
Not my fault,Reneè Rapp & Megan Thee Stallion,2024-03-23,0,100,0,13.29
Lil Boo Thang,Paul Russell,2024-03-23,0,97,3,13.23
Denaro,Kid Yugi & Simba La Rue,2024-03-23,100,0,0,12.98
15 Piani,Sfera Ebbasta feat. Marracash,2024-03-23,100,0,0,12.9
Rossofuoco,Mida,2024-03-23,100,0,0,12.71
Italodisco,Kolors,2024-03-23,100,0,0,12.7
Bon ton,Drillionaire & Lazza & Blanco feat. Sfera Ebbasta & Michelangelo,2024-03-23,100,0,0,12.34
Che t'o dico a fa',Angelina Mango,2024-03-23,100,0,0,12.23
Maison,Tony Effe,2024-03-23,100,0,0,12.08
Buscando money,Twenty Six & Tayson Kryss,2024-03-23,60,34,6,12.02
Stan,Rose Villain feat. Ernia,2024-03-23,100,0,0,11.63
Louder,Dotan,2024-03-23,0,100,0,11.53
End of beginning,Djo,2024-03-23,73,27,0,11.34
Moneylove,Massimo Pericolo feat. Emis Killa,2024-03-23,100,0,0,11.25
Petit fou fou,Rhove & Anna,2024-03-23,100,0,0,10.92
L'amore in bocca,Santi Francesi,2024-03-23,59,38,3,10.84
Ricominciamo tutto,Negramaro,2024-03-23,18,82,0,10.73
Due vite,Marco Mengoni,2024-03-23,87,13,0,10.24
Governo Punk,Bnkr44,2024-03-23,100,0,0,10.24
La rabbia non ti basta,BigMama,2024-03-23,87,13,0,9.79
Taxi sulla luna,Tony Effe & Emma & Takagi e Ketra,2024-03-23,100,0,0,9.79
Gata only,Floyymenor & Cris Mj,2024-03-23,91,9,0,9.75
P,Tony Effe,2024-03-23,100,0,0,9.36
Tango,Tananai,2024-03-23,96,0,4,9.27
No angels,Justin Timberlake,2024-03-23,0,95,5,9.24
Devastante,Olly & Jvli,2024-03-23,98,2,0,8.97
Tornerai,Petit,2024-03-23,47,46,7,8.85
Vetri neri,Ava & Anna & Capo Plaza,2024-03-23,100,0,0,8.82
Houdini,Dua Lipa,2024-03-23,59,41,0,8.67
We can't be friends (Wait for your love),Ariana Grande,2024-03-23,100,0,0,8.48
Can't get enough,Jennifer Lopez,2024-03-23,0,97,3,8.46
Is it over now?,Taylor Swift,2024-03-23,0,100,0,8.45
Mon amour,Annalisa,2024-03-23,96,0,4,8.37
Ragazzi fuori,Clara,2024-03-23,100,0,0,8.31
Greedy,Tate Mcrae,2024-03-23,61,39,0,8.17
Ci pensiamo domani,Angelina Mango,2024-03-23,100,0,0,7.96
Bellissimissima,Alfa,2024-03-23,100,0,0,7.7
Nightmares,Bresh & Pinguini Tattici Nucleari,2024-03-23,100,0,0,7.63
Paradiso artificiale,Tedua feat. Baby Gang & Kid Yugi,2024-03-23,100,0,0,7.56
Come vuoi,Geolier,2024-03-23,100,0,0,7.47
Fantasmi,Rose Villain feat. Geolier,2024-03-23,100,0,0,7.43
2minuti,Calcutta,2024-03-23,100,0,0,7.42
Boss,Tony Effe,2024-03-23,100,0,0,7.41
Chiagne,Geolier feat. Lazza & Takagi & Ketra,2024-03-23,100,0,0,7.31
Il male che mi fai,Geolier feat. Marracash,2024-03-23,100,0,0,7.29
Worth it,Raye,2024-03-23,0,100,0,7.21
Sempre/Jamais,Mahmood & Angele,2024-03-23,100,0,0,7.09
Maliciosa,Elmatadormc7,2024-03-23,100,0,0,7.06
La rondine,Mango,2024-03-23,95,0,5,6.94
Nato per questo,Club Dogo & Marracash,2024-03-23,100,0,0,6.94
Tunnel,Simba La Rue & F.T. Kings,2024-03-23,100,0,0,6.83
Tekken,Niky Savage feat. Simba La Rue,2024-03-23,100,0,0,6.8
Si no estas,Inigo Quintero,2024-03-23,85,15,0,6.59
Nemico,Kid Yugi feat. Ernia,2024-03-23,100,0,0,6.48
Plaza freestyle,El Chapo Junior & DJ Princex,2024-03-23,100,0,0,6.39
Destri,Gazzelle,2024-03-23,100,0,0,6.22
Unwritten,Natasha Bedingfield,2024-03-23,81,0,19,6.18
Parole vuote (La solitudine),Tedua & Capo Plaza & Shune,2024-03-23,100,0,0,6.15
Il signore delle mosche,Kid Yugi,2024-03-23,100,0,0,6.12
Moon,Ava feat. Capo Plaza & Tony Boy,2024-03-23,100,0,0,6.09
Libera e se mi va,Denise Faro,2024-03-23,0,94,6,5.98
Rubami la notte,Pinguini Tattici Nucleari,2024-03-23,78,22,0,5.93
Brivido,Guè Pequeno feat. Marracash,2024-03-23,100,0,0,5.88
Terr1,Kid Yugi & Geolier,2024-03-23,100,0,0,5.73
